decision_id,year,application_number,drug_brand,drug_generic,company_name,corporate_lineage_and_ticker,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,regulatory_milestone,source_url_1,source_url_2,verification_status,notes
PRE1980-1977-09,1977,NDA 017810,Prostin E2,dinoprostone,PFIZER (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1977-08-23,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Prostin E2 (dinoprostone) suppository (vaginal) product; ORIG-1 approval 1977-08-23; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017810,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017810%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1977-08-23, TYPE 1, PRIORITY, holder PFIZER, product PROSTIN E2 (DINOPROSTONE 20MG; SUPPOSITORY; Discontinued). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1977-10,1977,NDA 017821,Flexeril,cyclobenzaprine hydrochloride,JANSSEN RES AND DEV (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1977-08-26,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Flexeril (cyclobenzaprine hydrochloride) tablet (oral) product; ORIG-1 approval 1977-08-26; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017821,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017821%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1977-08-26, TYPE 1, PRIORITY, holder JANSSEN RES AND DEV, product FLEXERIL (CYCLOBENZAPRINE HYDROCHLORIDE 5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; Discontinued); FLEXERIL (CYCLOBENZAPRINE HYDROCHLORIDE 10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; Discontinued). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1977-11,1977,NDA 017447,Norpace,disopyramide phosphate,PFIZER (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1977-09-01,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Norpace (disopyramide phosphate) capsule (oral) product; ORIG-1 approval 1977-09-01; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Prescription.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017447,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017447%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1977-09-01, TYPE 1, PRIORITY, holder PFIZER, product NORPACE (DISOPYRAMIDE PHOSPHATE EQ 100MG BASE; CAPSULE; Prescription); NORPACE (DISOPYRAMIDE PHOSPHATE EQ 150MG BASE; CAPSULE; Prescription). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1977-12,1977,NDA 017831,Didronel,etidronate disodium,APIL (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1977-09-01,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Didronel (etidronate disodium) tablet (oral) product; ORIG-1 approval 1977-09-01; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017831,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017831%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1977-09-01, TYPE 1, PRIORITY, holder APIL, product DIDRONEL (ETIDRONATE DISODIUM 400MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; Discontinued); DIDRONEL (ETIDRONATE DISODIUM 200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; Discontinued). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1977-13,1977,NDA 017741,Florone,diflorasone diacetate,PFIZER (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1977-09-14,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Florone (diflorasone diacetate) cream (topical) product; ORIG-1 approval 1977-09-14; Type 1 - New Molecular Entity; STANDARD review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017741,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017741%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1977-09-14, TYPE 1, STANDARD, holder PFIZER, product FLORONE (DIFLORASONE DIACETATE 0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; CREAM; Discontinued). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1977-14,1977,NDA 017794,Ativan,lorazepam,BAUSCH (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1977-09-30,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Ativan (lorazepam) tablet (oral) product; ORIG-1 approval 1977-09-30; Type 1 - New Molecular Entity; STANDARD review; current marketing status Prescription.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017794,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017794%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1977-09-30, TYPE 1, STANDARD, holder BAUSCH, product ATIVAN (LORAZEPAM 1MG; TABLET; Prescription); ATIVAN (LORAZEPAM 2MG; TABLET; Prescription); ATIVAN (LORAZEPAM 0.5MG; TABLET; Prescription). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1977-15,1977,NDA 017851,Lioresal,baclofen,NOVARTIS (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1977-11-22,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Lioresal (baclofen) tablet (oral) product; ORIG-1 approval 1977-11-22; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017851,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017851%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1977-11-22, TYPE 1, PRIORITY, holder NOVARTIS, product LIORESAL (BACLOFEN 20MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; Discontinued); LIORESAL (BACLOFEN 10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; Discontinued). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1977-16,1977,NDA 017806,Thallous Chloride Tl 201,thallous chloride Tl-201,LANTHEUS MEDCL (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1977-12-16,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,"Thallous Chloride Tl 201 (thallous chloride Tl-201) product - 2 payload product records carry this brand and disagree on form/route/marketing status (verbatim form; route: INJECTABLE; INJECTION, INJECTABLE; INTRAVENOUS); published marketing status Discontinued; ORIG-1 approval 1977-12-16; Type 1 - New Molecular Entity; PRIORITY review.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017806,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017806%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1977-12-16, TYPE 1, PRIORITY, holder LANTHEUS MEDCL, product THALLOUS CHLORIDE TL 201 (THALLOUS CHLORIDE TL-201 2mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; INJECTABLE; Discontinued); THALLOUS CHLORIDE TL 201 (THALLOUS CHLORIDE TL-201 1mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; INJECTABLE; Discontinued). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1977-17,1977,NDA 017970,Nolvadex,tamoxifen citrate,ASTRAZENECA (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1977-12-30,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Nolvadex (tamoxifen citrate) tablet (oral) product; ORIG-1 approval 1977-12-30; Type 1 - New Molecular Entity; STANDARD review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017970,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017970%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1977-12-30, TYPE 1, STANDARD, holder ASTRAZENECA, product NOLVADEX (TAMOXIFEN CITRATE EQ 10MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; Discontinued); NOLVADEX (TAMOXIFEN CITRATE EQ 20MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; Discontinued). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) Live 2026-09-19: openFDA ORIG/AP/exact-date coexistence total=1 (V19-C06); ~50 supplements so the ORIG block sits below the first response chunk - precise linkage from the committed full-record extraction. No ticker or indication asserted."
PRE1980-1978-01,1978,BLA 101063,Elspar,asparaginase,MERCK (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL BLA),1978-01-10,TYPE 1,Type 1 - New Molecular Entity,UNKNOWN,,Elspar (asparaginase) vial () product; ORIG-1 approval 1978-01-10; Type 1 - New Molecular Entity; UNKNOWN review; current marketing status Prescription.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=101063,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22BLA101063%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-01-10, TYPE 1, UNKNOWN, holder MERCK, product ELSPAR (ASPARAGINASE 10,000IU/VIAL; VIAL; Prescription). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) Live 2026-09-19: verbatim openFDA ORIG block ORIG-1/AP/19780110/UNKNOWN/TYPE 1, sponsor MERCK, ELSPAR ASPARAGINASE (V19-C05). No ticker or indication asserted."
PRE1980-1978-02,1978,NDA 050512,Duricef,cefadroxil,WARNER CHILCOTT (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-02-17,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Duricef (cefadroxil) capsule (oral) product; ORIG-1 approval 1978-02-17; Type 1 - New Molecular Entity; STANDARD review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050512,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050512%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-02-17, TYPE 1, STANDARD, holder WARNER CHILCOTT, product DURICEF (CEFADROXIL/CEFADROXIL HEMIHYDRATE EQ 500MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; CAPSULE; Discontinued); DURICEF (CEFADROXIL/CEFADROXIL HEMIHYDRATE EQ 250MG BASE; CAPSULE; Discontinued). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-03,1978,NDA 017922,DDAVP,desmopressin acetate,FERRING PHARMS INC (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-02-21,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,"DDAVP (desmopressin acetate) product - 2 payload product records carry this brand and disagree on form/route/marketing status (verbatim form; route: SOLUTION; NASAL, SPRAY, METERED; NASAL); published marketing status Discontinued; ORIG-1 approval 1978-02-21; Type 1 - New Molecular Entity; PRIORITY review.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017922,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017922%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-02-21, TYPE 1, PRIORITY, holder FERRING PHARMS INC, product DDAVP (NEEDS NO REFRIGERATION) (DESMOPRESSIN ACETATE 0.01MG/SPRAY **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; SPRAY, METERED; Discontinued); DDAVP (DESMOPRESSIN ACETATE 0.01%; SOLUTION; Discontinued); DDAVP (DESMOPRESSIN ACETATE 0.01MG/SPRAY **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; SPRAY, METERED; Discontinued). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-04,1978,NDA 018081,Depakene,valproic acid,ABBVIE (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-02-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Depakene (valproic acid) capsule (oral) product; ORIG-1 approval 1978-02-28; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018081,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018081%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-02-28, TYPE 1, PRIORITY, holder ABBVIE, product DEPAKENE (VALPROIC ACID 250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; CAPSULE; Discontinued). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-05,1978,NDA 017788,Rimso-50,dimethyl sulfoxide,MYLAN INSTITUTIONAL (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-04-04,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Rimso-50 (dimethyl sulfoxide) solution (intravesical) product; ORIG-1 approval 1978-04-04; Type 1 - New Molecular Entity; STANDARD review; current marketing status Prescription.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017788,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017788%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-04-04, TYPE 1, STANDARD, holder MYLAN INSTITUTIONAL, product RIMSO-50 (DIMETHYL SULFOXIDE 50%; SOLUTION; Prescription). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-06,1978,NDA 017907,Glucoscan,technetium Tc-99m gluceptate,BRISTOL MYERS SQUIBB (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-05-25,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Glucoscan (technetium Tc-99m gluceptate) injectable (injection) product; ORIG-1 approval 1978-05-25; Type 1 - New Molecular Entity; STANDARD review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017907,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017907%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-05-25, TYPE 1, STANDARD, holder BRISTOL MYERS SQUIBB, product GLUCOSCAN (TECHNETIUM TC-99M GLUCEPTATE KIT N/A; INJECTABLE; Discontinued). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-07,1978,NDA 017962,Parlodel,bromocriptine mesylate,ESJAY PHARMA (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-06-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,"Parlodel (bromocriptine mesylate) product - 2 payload product records carry this brand and disagree on form/route/marketing status (verbatim form; route: CAPSULE; ORAL, TABLET; ORAL); published marketing status Prescription; ORIG-1 approval 1978-06-28; Type 1 - New Molecular Entity; PRIORITY review.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017962,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017962%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-06-28, TYPE 1, PRIORITY, holder ESJAY PHARMA, product PARLODEL (BROMOCRIPTINE MESYLATE EQ 2.5MG BASE; TABLET; Prescription); PARLODEL (BROMOCRIPTINE MESYLATE EQ 5MG BASE; CAPSULE; Prescription). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-08,1978,NDA 017744,Motofen,difenoxin hydrochloride and atropine sulfate,LEGACY (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-07-14,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,STANDARD,,Motofen (difenoxin hydrochloride and atropine sulfate) tablet (oral) product; ORIG-1 approval 1978-07-14; Type 1 - New Molecular Entity and Type 4 - New Combination; STANDARD review; current marketing status Prescription.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017744,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017744%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-07-14, TYPE 1/4, STANDARD, holder LEGACY, product MOTOFEN HALF-STRENGTH (ATROPINE SULFATE 0.025MG; DIFENOXIN HYDROCHLORIDE 0.5MG; TABLET; Discontinued); MOTOFEN (ATROPINE SULFATE 0.025MG; DIFENOXIN HYDROCHLORIDE 1MG; TABLET; Prescription). Ingredient screen: ATROPINE SULFATE: first appears 1960-09-15 on NDA012462 (1960) - Motofen is an FDA-classified TYPE 1/4 (NME + new combination; the NME is difenoxin hydrochloride, verified live V19-C07); atropine sulfate first appears in the payloads on Lomotil NDA012462 (TYPE 4 - New Combination, 1960-09-15, PRIORITY, PFIZER) and is a pre-1965 marketed molecule. Combination component, not a second NME Live 2026-09-19: verbatim openFDA ORIG block ORIG-1/AP/19780714/STANDARD/TYPE 1-4 'Type 1 - New Molecular Entity and Type 4 - New Combination' (V19-C07). No ticker or indication asserted."
PRE1980-1978-09,1978,NDA 017820,Dobutrex,dobutamine hydrochloride,LILLY (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-07-18,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Dobutrex (dobutamine hydrochloride) injectable (injection) product; ORIG-1 approval 1978-07-18; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017820,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017820%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-07-18, TYPE 1, PRIORITY, holder LILLY, product DOBUTREX (DOBUTAMINE HYDROCHLORIDE EQ 12.5MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; INJECTABLE; Discontinued). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-10,1978,NDA 017963,Lopressor,metoprolol tartrate,VALIDUS PHARMS (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-08-07,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Lopressor (metoprolol tartrate) tablet (oral) product; ORIG-1 approval 1978-08-07; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Prescription.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017963,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017963%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-08-07, TYPE 1, PRIORITY, holder VALIDUS PHARMS, product LOPRESSOR (METOPROLOL TARTRATE 50MG; TABLET; Prescription); LOPRESSOR (METOPROLOL TARTRATE 100MG; TABLET; Prescription). Ingredient screen: first appearance within the committed 1939-1979 openFDA payload universe (Drugs@FDA coverage before 1965 is incomplete, so this is a re-approval screen, not proof of first marketing) No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
