decision_id,company_name,ticker,exchange,drug_brand,drug_generic,decision_type,decision_date,indication,review_pathway,source_url_1,source_url_2,verification_status,notes
D143,Polarean Imaging plc,POL.L,"formerly LSE AIM:POL (later POLX), delisted Dec 2025",Xenoview,hyperpolarized xenon Xe-129,Approval,2022-12-23,Evaluation of pulmonary function and imaging,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214375s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified - FLAGGED IRREGULARITY,Polarean delisted from AIM (Dec 23 2025) and re-registered as a private company; Yahoo no longer serves the approval-window series
D144,TG Therapeutics,TGTX,NASDAQ,Briumvi,ublituximab-xiiy,Approval,2022-12-28,Relapsing forms of multiple sclerosis,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761238s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,
D145,MediWound,MDWD,NASDAQ (ADS),NexoBrid,anacaulase-bcdb,Approval,2022-12-28,Eschar removal in deep partial/full thickness thermal burns,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761192s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,
D146,Eisai (applicant) in partnership with Biogen,4523.T,Tokyo Stock Exchange; no US ADR,Leqembi,lecanemab-irmb,Approval (Accelerated),2023-01-06,Alzheimer's disease,Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761269Orig1s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - foreign listing primary,"ACCELERATED APPROVAL; converted to traditional approval July 2023; Eisai leads development, Biogen co-commercializes"
D147,TheracosBio (private),NO_TICKER,N/A,Brenzavvy,bexagliflozin,Approval,2023-01-20,Type 2 diabetes (glycemic control),Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214373s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - no public ticker,TheracosBio is privately held
D148,Eli Lilly and Company (LOXO Oncology at approval),LLY,NYSE,Jaypirca,pirtobrutinib,Approval (Accelerated),2023-01-27,Relapsed/refractory mantle cell lymphoma,Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216059Orig1s000Corrected_lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,ACCELERATED APPROVAL; developed by Loxo Oncology at Lilly (Drugs@FDA shows sponsor LOXO ONCOL)
D149,Stemline Therapeutics (Menarini Group) (private),NO_TICKER,N/A,Orserdu,elacestrant,Approval,2023-01-27,ER+/HER2-/ESR1-mutated advanced or metastatic breast cancer,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217639s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - no public ticker,Stemline/Menarini group companies are privately held; Radius Health originated elacestrant
D150,GSK plc,GSK,NYSE,Jesduvroq,daprodustat,Approval,2023-02-01,Anemia of chronic kidney disease (dialysis >=4 months),Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216951s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,First oral HIF-PHI approved in the US for anemia of CKD in dialysis-dependent adults
D151,Chiesi Farmaceutici (private),NO_TICKER,N/A,Lamzede,velmanase alfa-tycv,Approval,2023-02-16,Non-CNS manifestations of alpha-mannosidosis,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761278s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - no public ticker,Chiesi is a privately held Italian company
D152,Travere Therapeutics,TVTX,NASDAQ,Filspari,sparsentan,Approval (Accelerated),2023-02-17,Proteinuria reduction in primary IgA nephropathy,Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216403s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,ACCELERATED APPROVAL
D153,Biogen (current holder) / Reata Pharmaceuticals (applicant at approval),RETA,"formerly NASDAQ:RETA, delisted Sep 2023",Skyclarys,omaveloxolone,Approval,2023-02-28,Friedreich's ataxia,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216718Orig1s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - FLAGGED IRREGULARITY,"Reata acquired by Biogen ($172.50/sh, ~$7.3B, closed Sep 26 2023); RETA delisted so approval-window price data is unavailable on Yahoo"
D154,Pfizer,PFE,NYSE,Zavzpret,zavegepant,Approval,2023-03-09,Migraine (acute treatment),Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216386s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,
D155,Acadia Pharmaceuticals,ACAD,NASDAQ,Daybue,trofinetide,Approval,2023-03-10,Rett syndrome,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217026s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,First drug approved for Rett syndrome
D156,Mundipharma (current holder) / Cidara Therapeutics (applicant at approval),CDTX,"formerly NASDAQ:CDTX, delisted Jan 2026",Rezzayo,rezafungin,Approval,2023-03-22,Candidemia and invasive candidiasis,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217417s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - FLAGGED IRREGULARITY,"Cidara originated rezafungin; Cidara later acquired by Merck & Co. ($221.50/sh tender, closed Jan 7 2026); CDTX delisted so approval-window price data is unavailable on Yahoo"
D157,Incyte Corporation,INCY,NASDAQ,Zynyz,retifanlimab-dlwr,Approval (Accelerated),2023-03-22,Metastatic or recurrent locally advanced Merkel cell carcinoma,Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761334s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,ACCELERATED APPROVAL
D158,Pharming Group,PHAR,NASDAQ (ADS),Joenja,leniolisib,Approval,2023-03-24,Activated phosphoinositide 3-kinase delta syndrome (APDS),Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217759s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,
D159,Biogen,BIIB,NASDAQ,Qalsody,tofersen,Approval (Accelerated),2023-04-25,ALS in adults with SOD1 mutation,Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215887s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,ACCELERATED APPROVAL; first therapy targeting a genetic cause (SOD1) of ALS
D160,Chiesi Farmaceutici (applicant; private) with Protalix BioTherapeutics (developer),PLX,NYSE American (Protalix proxy),Elfabrio,pegunigalsidase alfa-iwxj,Approval,2023-05-09,Confirmed Fabry disease,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761161s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,"Chiesi (private) is the applicant; Protalix (PLX) developed and co-commercializes, used as listed-equity proxy"
D161,Astellas Pharma,4503.T,Tokyo Stock Exchange; no US ADR,Veozah,fezolinetant,Approval,2023-05-12,Moderate to severe menopause-related hot flashes,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216578s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - foreign listing primary,
D162,Bausch + Lomb,BLCO,NYSE,Miebo,perfluorhexyloctane,Approval,2023-05-18,Signs and symptoms of dry eye disease,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216675s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,
D163,Genmab,GMAB,NASDAQ (ADS),Epkinly,epcoritamab-bysp,Approval (Accelerated),2023-05-19,Relapsed/refractory diffuse large B-cell lymphoma,Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761324s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,ACCELERATED APPROVAL
D164,"Innoviva (Entasis Therapeutics, an Innoviva company)",INVA,NASDAQ,Xacduro,sulbactam and durlobactam,Approval,2023-05-23,Hospital-acquired/ventilator-associated bacterial pneumonia (Acinetobacter),Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216974Orig1s000Correctedlbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,Entasis originated sulbactam-durlobactam; Innoviva is current holder
D165,Pfizer,PFE,NYSE,Paxlovid,nirmatrelvir and ritonavir,Approval,2023-05-25,Mild-to-moderate COVID-19 (high risk of progression),Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217188s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,First full FDA approval (NDA) of a COVID-19 oral antiviral; previously authorized under EUA
D166,Lantheus Holdings (Blue Earth Diagnostics subsidiary),LNTH,NASDAQ,Posluma,flotufolastat F 18,Approval,2023-05-25,PET imaging of prostate cancer,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216023s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,
D167,Lexicon Pharmaceuticals,LXRX,NASDAQ,Inpefa,sotagliflozin,Approval,2023-05-26,Heart failure,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216203s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,
D168,Roche Holding AG (Genentech),RHHBY,OTC ADR; primary SIX:ROG,Columvi,glofitamab-gxbm,Approval (Accelerated),2023-06-15,Relapsed/refractory diffuse large B-cell lymphoma,Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761309s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,ACCELERATED APPROVAL
D169,Pfizer,PFE,NYSE,Litfulo,ritlecitinib,Approval,2023-06-23,Severe alopecia areata,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215830s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,
D170,UCB,UCB.BR,Euronext Brussels; no US ticker,Rystiggo,rozanolixizumab-noli,Approval,2023-06-26,Generalized myasthenia gravis,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761286s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - foreign listing only,
D171,Pfizer (with OPKO Health partnership),PFE,NYSE,Ngenla,somatrogon-ghla,Approval,2023-06-27,Growth failure due to inadequate growth hormone secretion,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761184Orig1s000Corrected_lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,Developed under Pfizer's growth-hormone partnership with OPKO Health (NASDAQ:OPK)
D172,AstraZeneca,AZN,NASDAQ (ADR),Beyfortus,nirsevimab-alip,Approval,2023-07-17,Prevention of RSV lower respiratory tract disease,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761328s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,Long-acting RSV antibody for infants; commercialized in partnership with Sanofi
D173,Daiichi Sankyo,DSNKY,OTC ADR; primary TYO:4568,Vanflyta,quizartinib,Approval,2023-07-20,Newly diagnosed acute myeloid leukemia (FLT3-ITD+),Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216993s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - foreign listing primary,
D174,Tarsus Pharmaceuticals,TARS,NASDAQ,Xdemvy,lotilaner,Approval,2023-07-25,Demodex blepharitis,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217603s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,
D175,Astellas Pharma (current holder) / IVERIC bio (applicant at approval),ISEE,"formerly NASDAQ:ISEE, delisted Jul 2023",Izervay,avacincaptad pegol,Approval,2023-08-04,Geographic atrophy secondary to age-related macular degeneration,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217225s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - FLAGGED IRREGULARITY,"IVERIC bio acquired by Astellas ($5.9B, closed Jul 2023); ISEE delisted so approval-window price data is unavailable on Yahoo"
D176,Biogen in partnership with Sage Therapeutics,BIIB,NASDAQ,Zurzuvae,zuranolone,Approval,2023-08-04,Postpartum depression,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217369s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,Co-developed with Sage Therapeutics (NASDAQ:SAGE); Biogen leads US commercialization
D177,Janssen Biotech (Johnson & Johnson),JNJ,NYSE,Talvey,talquetamab-tgvs,Approval (Accelerated),2023-08-09,Relapsed/refractory multiple myeloma,Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761342s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,ACCELERATED APPROVAL
D178,Pfizer,PFE,NYSE,Elrexfio,elranatamab-bcmm,Approval (Accelerated),2023-08-14,Relapsed/refractory multiple myeloma,Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761345Orig1s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,ACCELERATED APPROVAL
D179,Ipsen S.A.,IPN.PA,Euronext Paris; no US ticker,Sohonos,palovarotene,Approval,2023-08-16,Fibrodysplasia ossificans progressiva,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215559s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - foreign listing only,
D180,Regeneron Pharmaceuticals,REGN,NASDAQ,Veopoz,pozelimab-bbfg,Approval,2023-08-18,CD55-deficient protein-losing enteropathy (CHAPLE disease),Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761339s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,
D181,Ayrmid Pharma (current holder per openFDA) / BioLineRx (applicant at approval),BLRX,"NASDAQ (ADS, BioLineRx proxy)",Aphexda,motixafortide,Approval,2023-09-08,Stem-cell mobilization in multiple myeloma,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217159s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,BioLineRx was the applicant; US rights later transferred to Ayrmid per openFDA sponsor record; BLRX used for the approval reaction
D182,GSK plc,GSK,NYSE,Ojjaara,momelotinib,Approval,2023-09-15,Intermediate/high-risk myelofibrosis with anemia,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216873s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,Momelotinib added to GSK via Sierra Oncology acquisition (2022)
D183,Fabre Kramer Pharmaceuticals (private),NO_TICKER,N/A,Exxua,gepirone,Approval,2023-09-22,Major depressive disorder,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021164s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - no public ticker,Fabre Kramer Pharmaceuticals is privately held
D184,"Amicus Therapeutics (at approval; later acquired by BioMarin, closed Apr 2026)",FOLD,"formerly NASDAQ:FOLD, delisted Apr 2026",Pombiliti,cipaglucosidase alfa-atga,Approval,2023-09-28,Late-onset Pompe disease,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761204s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - FLAGGED IRREGULARITY,"Amicus was independent at approval; BioMarin completed its $14.50/sh acquisition of Amicus in Apr 2026 and FOLD was delisted, so approval-window price data is unavailable on Yahoo"
D185,Novo Nordisk,NVO,NYSE (ADR),Rivfloza,nedosiran,Approval,2023-09-29,Primary hyperoxaluria type 1,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215842s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,
D186,Pfizer,PFE,NYSE,Velsipity,etrasimod,Approval,2023-10-12,Moderately to severely active ulcerative colitis,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216956s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,
D187,UCB,UCB.BR,Euronext Brussels; no US ticker,Bimzelx,bimekizumab-bkzx,Approval,2023-10-17,Moderate to severe plaque psoriasis,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761151s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - foreign listing only,"UCB received two novel drug approvals the same day (Zilbrysq and Bimzelx, Oct 17 2023)"
D188,UCB,UCB.BR,Euronext Brussels; no US ticker,Zilbrysq,zilucoplan,Approval,2023-10-17,Generalized myasthenia gravis,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216834s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - foreign listing only,"UCB received two novel drug approvals the same day (Zilbrysq and Bimzelx, Oct 17 2023)"
D189,Catalyst Pharmaceuticals,CPRX,NASDAQ,Agamree,vamorolone,Approval,2023-10-26,Duchenne muscular dystrophy,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215239s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - FLAGGED IRREGULARITY,"Vamorolone in-licensed from Santhera Pharmaceuticals; Catalyst remains listed (Angelini Pharma acquisition pending 2026) but Yahoo's daily series does not extend back to Oct 2023, so approval-window price data could not be verified"
D190,Eli Lilly and Company,LLY,NYSE,Omvoh,mirikizumab-mrkz,Approval,2023-10-26,Ulcerative colitis,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761279s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,
D191,Coherus BioSciences (now Coherus Oncology) with partner Junshi Biosciences,CHRS,NASDAQ,Loqtorzi,toripalimab-tpzi,Approval,2023-10-27,Recurrent/metastatic nasopharyngeal carcinoma,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761240s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,US applicant Coherus; originator Junshi Biosciences (HKEX/SSE:1877) co-developed
D192,Takeda Pharmaceutical Company,TAK,NYSE (ADR),Fruzaqla,fruquintinib,Approval,2023-11-08,Refractory metastatic colorectal cancer,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217564s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,US rights in-licensed from HUTCHMED (NASDAQ/AIM:HCM)
D193,Bristol Myers Squibb,BMY,NYSE,Augtyro,repotrectinib,Approval,2023-11-15,ROS1-positive non-small cell lung cancer,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/218213s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,Repotrectinib added to BMS via Turning Point Therapeutics acquisition (2022)
D194,CorMedix,CRMD,NYSE American,Defencath,taurolidine and heparin,Approval,2023-11-15,Catheter-related bloodstream infection prevention (hemodialysis),Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214520s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,
D195,Evive Biotechnology (private),NO_TICKER,N/A,Ryzneuta,efbemalenograstim alfa-vuxw,Approval,2023-11-16,Neutropenia,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761134s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - no public ticker,Evive Biotechnology is privately held (a subsidiary of Yifan Pharmaceutical)
D196,AstraZeneca,AZN,NASDAQ (ADR),Truqap,capivasertib,Approval,2023-11-16,"Breast cancer (HR+/HER2-, AKT pathway-altered)",Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/218197s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,
D197,"SpringWorks Therapeutics (at approval; later acquired by Merck KGaA, closed Jul 2025)",SWTX,"formerly NASDAQ:SWTX, delisted Jul 2025",Ogsiveo,nirogacestat,Approval,2023-11-27,Progressing desmoid tumors,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217677s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - FLAGGED IRREGULARITY,"SpringWorks independent at approval; acquired by Merck KGaA ($47/sh, ~$3.9B, closed Jul 1 2025); SWTX delisted so approval-window price data is unavailable on Yahoo"
D198,Novartis AG,NVS,NYSE,Fabhalta,iptacopan,Approval,2023-12-05,Paroxysmal nocturnal hemoglobinuria,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/218276s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,
D199,"Chiesi Farmaceutici (current holder, private) / Amryt Pharma (applicant at approval)",NO_TICKER,N/A,Filsuvez,birch triterpenes,Approval,2023-12-18,Wounds associated with dystrophic/junctional epidermolysis bullosa,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215064s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified - no public ticker,"Amryt was the applicant (Priority Review Voucher granted per approval letter); Amryt acquired by Chiesi in 2023 - both private at/after approval, no listed equity"
D200,AstraZeneca (current holder per openFDA) / Ionis Pharmaceuticals (applicant at approval),IONS,NASDAQ (Ionis proxy),Wainua,eplontersen,Approval,2023-12-21,Polyneuropathy of hereditary transthyretin-mediated amyloidosis,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217388s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2023,Verified,Ionis was the US applicant at approval; eplontersen license later held by AstraZeneca AB per openFDA; IONS used for the approval reaction
D201,LEO Pharma A/S,NO_TICKER,N/A - privately held,Adbry,tralokinumab-ldrm,Approval,2021-12-27,Moderate-to-severe atopic dermatitis,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761180,Verified - no public ticker,openFDA Drugs@FDA applicant of record: LEO PHARMA AS. Danish privately held company; no listed equity to track. Partner outside the US: Almirall
D202,Novartis AG,NVS,NYSE (ADR),Leqvio,inclisiran,Approval,2021-12-22,Heterozygous familial hypercholesterolemia or clinical ASCVD (add-on therapy),,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214012,Verified,openFDA Drugs@FDA applicant of record: NOVARTIS. Novartis acquired The Medicines Company (orig. developer) in 2020; siRNA PCSK9 inhibitor
D203,argenx SE,ARGX,NASDAQ,Vyvgart,efgartigimod alfa-fcab,Approval,2021-12-17,Generalized myasthenia gravis,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761195,Verified,openFDA Drugs@FDA applicant of record: ARGENX BV.
D204,AstraZeneca plc / Amgen Inc.,AZN,NASDAQ (ADR),Tezspire,tezepelumab-ekko,Approval,2021-12-17,Severe asthma (add-on maintenance),,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761224,Verified,openFDA Drugs@FDA applicant of record: ASTRAZENECA AB. Co-developed with Amgen; AZN is the applicant of record
D205,"On Target Laboratories, LLC",NO_TICKER,N/A - privately held,Cytalux,pafolacianine,Approval,2021-11-29,Intraoperative identification of ovarian cancer lesions,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214907,Verified - no public ticker,openFDA Drugs@FDA applicant of record: ON TARGET LABS. Privately held; no listed equity to track
D206,Takeda Pharmaceutical Company Limited,TAK,NYSE (ADR),Livtencity,maribavir,Approval,2021-11-23,Post-transplant cytomegalovirus infection/disease refractory to available antivirals,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215596,Verified,openFDA Drugs@FDA applicant of record: TAKEDA PHARMS USA.
D207,BioMarin Pharmaceutical Inc.,BMRN,NASDAQ,Voxzogo,vosoritide,Approval,2021-11-19,Improve growth in children 5+ with achondroplasia and open epiphyses,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214938,Verified,openFDA Drugs@FDA applicant of record: BIOMARIN PHARM.
D208,PharmaEssentia Corp.,6446.TW,Taiwan Stock Exchange (TPEx); no US listing,Besremi,ropeginterferon alfa-2b-njft,Approval,2021-11-12,Polycythemia vera,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761166,Verified - foreign listing only,openFDA Drugs@FDA applicant of record: PHARMAESSENTIA CORP. US commercial rights held by PharmaEssentia USA; AOP Orphan Pharmaceuticals holds EU rights
D209,Novartis AG,NVS,NYSE (ADR),Scemblix,asciminib,Approval,2021-10-29,Philadelphia chromosome-positive chronic myeloid leukemia,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215358,Verified,openFDA Drugs@FDA applicant of record: NOVARTIS.
D210,"ChemoCentryx, Inc. (acquired by Amgen, Oct 2022)",CCXI,"formerly NASDAQ:CCXI, delisted Oct 2022",Tavneos,avacopan,Approval,2021-10-07,Severe active ANCA-associated vasculitis (GPA/MPA) with standard therapy,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214487,Verified - FLAGGED IRREGULARITY,"openFDA Drugs@FDA applicant of record: CHEMOCENTRYX. Amgen completed acquisition Oct 2022; CCXI delisted so later-dated price history is unavailable, but the 2021 approval-window history is retrievable"
